Respondent,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,WebFrameWorkedWith,MiscTechWorkedWith
64791,C#;HTML/CSS;Java;JavaScript;Python;SQL,Microsoft SQL Server;MySQL,Microsoft Azure;Windows,ASP.NET;jQuery,.NET;Pandas
64798,,,,,
64818,Java,Microsoft SQL Server;PostgreSQL,AWS;Slack,Spring,
64826,Go;Java;Python,MySQL,Docker;Linux,Django;React.js,
64832,C;C++;C#;HTML/CSS;Java;Python;Swift,MySQL;Oracle,Android;iOS,ASP.NET,.NET;.NET Core;Node.js
64835,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Python;R,MongoDB;MySQL,Linux;Raspberry Pi,Angular/Angular.js,
64861,Bash/Shell/PowerShell;C;C++,,Linux;MacOS,,Ansible
64871,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,DynamoDB;Firebase;MongoDB;Microsoft SQL Server;MySQL;SQLite,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Microsoft Azure;Windows,Angular/Angular.js;ASP.NET;Django;Express;Flask;jQuery,Cordova;Flutter;.NET;Node.js
64876,C;Java;Python;SQL,Oracle,,,
64877,Java,MySQL,Windows,Spring,
64888,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Rust,MongoDB;PostgreSQL,AWS;Docker;Google Cloud Platform;Linux,Flask;Vue.js,
64892,C#,Microsoft SQL Server,Windows,,.NET
64909,C#;HTML/CSS;JavaScript;Python;SQL,MongoDB;Microsoft SQL Server;MySQL;Redis,AWS;Windows;WordPress,ASP.NET,.NET;Pandas;TensorFlow
64925,C#;Erlang;HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Microsoft Azure;Raspberry Pi;Windows;WordPress,Angular/Angular.js;ASP.NET;Express;jQuery;React.js,.NET;.NET Core;Node.js
64928,Java,MySQL;Oracle,AWS;MacOS;Windows,Spring;Vue.js,
64932,Bash/Shell/PowerShell;Python;Scala,Elasticsearch;MongoDB;Microsoft SQL Server;Oracle,Docker;Kubernetes;Linux,Flask,Ansible
64934,C;Java;JavaScript;Python,MongoDB;MySQL,Other(s):,Angular/Angular.js,
64935,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;TypeScript,Firebase;MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Arduino;Docker;Linux;Windows,Angular/Angular.js;ASP.NET;Django;Flask;Spring,Cordova;Hadoop;.NET;Node.js
64955,Java;SQL,Oracle,Windows,Spring,
64961,PHP;Python,MySQL,AWS;Linux;MacOS,Django;jQuery,Pandas;React Native;TensorFlow
64973,HTML/CSS;Java,MySQL,Windows,,
64986,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Oracle,Linux;Windows,Angular/Angular.js;Spring,Node.js;React Native
65006,HTML/CSS;Java;JavaScript;SQL;TypeScript,MySQL;Oracle,Linux,Angular/Angular.js;jQuery;Spring,Node.js
65033,HTML/CSS;Java;JavaScript,MySQL;Oracle,,Spring,
65037,C++;C#;HTML/CSS;Java;JavaScript;Python;R;Ruby;SQL,MySQL;Oracle;SQLite,Android;Arduino;Google Cloud Platform;IBM Cloud or Watson;Linux;Slack;Windows,Flask,Node.js;Pandas
65054,Elixir;JavaScript;PHP;Ruby;SQL,MongoDB;MySQL,Docker;Heroku;Linux;Windows,Angular/Angular.js;Express;jQuery;Laravel;React.js;Ruby on Rails;Vue.js,Apache Spark;Node.js
65062,Go;HTML/CSS;JavaScript;PHP;Python;SQL,Elasticsearch;Firebase;MongoDB;MySQL;Redis,AWS;Docker;Google Cloud Platform;Linux;MacOS;Slack,Angular/Angular.js;ASP.NET;Express;Laravel;React.js,.NET;Node.js;TensorFlow
65087,C;C++;C#;HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript,Couchbase;MySQL;SQLite,Android;Arduino;iOS;Linux;MacOS,Angular/Angular.js;ASP.NET;Django;Flask;jQuery;React.js,Cordova;.NET;.NET Core;Node.js;React Native
65089,Bash/Shell/PowerShell;C;C#;Java;JavaScript;Python,Elasticsearch;Firebase;MongoDB;MySQL;Redis;SQLite,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;MacOS;Raspberry Pi;Slack,Angular/Angular.js;Express,Apache Spark;Node.js;Pandas;TensorFlow;Unity 3D
65090,JavaScript;Swift;TypeScript,Firebase;PostgreSQL;SQLite,Docker;Google Cloud Platform;Heroku;iOS,React.js,
65092,Go;Java;JavaScript;SQL;TypeScript,MongoDB;Oracle;PostgreSQL;Redis;SQLite,Android;Docker;Google Cloud Platform;Linux;MacOS;Windows,Angular/Angular.js;Express;React.js;Vue.js,Node.js;React Native;TensorFlow
65095,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,DynamoDB;MongoDB;MySQL,Android;AWS;MacOS,Angular/Angular.js;Django;Express;jQuery;React.js,Node.js;React Native
65100,HTML/CSS;Java;JavaScript;PHP;SQL,Oracle,Linux,Drupal;Spring,Node.js
65103,C;C++;C#;HTML/CSS;Java;SQL,Microsoft SQL Server;MySQL;SQLite,Android;Windows,Angular/Angular.js;ASP.NET;jQuery;React.js,Chef;.NET;.NET Core;Node.js
65123,JavaScript;Python,MySQL;PostgreSQL;Redis;SQLite,AWS;Docker;Linux,Django;Flask,Ansible;Apache Spark;Hadoop;Pandas;React Native
65126,HTML/CSS;JavaScript;PHP;SQL,MySQL,Heroku;Linux;Windows,jQuery;Laravel,
65143,HTML/CSS;Java;JavaScript;PHP;Python;SQL,MySQL;Oracle,AWS;Linux;MacOS;Windows;WordPress,jQuery;Laravel,
65145,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,Firebase;MySQL;PostgreSQL;SQLite,Android;Google Cloud Platform;iOS;Linux,,Node.js
65161,Python,MySQL,Arduino;Windows,,Pandas;TensorFlow;Torch/PyTorch
65165,Java;Kotlin;Other(s):,SQLite,Android;Linux;Windows,,
65176,HTML/CSS;PHP,,Windows,ASP.NET;jQuery,
65181,C;Java;PHP,MySQL,Windows,,Apache Spark
65201,C++;Python;SQL,MySQL;SQLite,Google Cloud Platform;Linux,,Pandas
65202,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Windows,jQuery,.NET
65216,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL,Firebase;MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Google Cloud Platform;Windows;WordPress,Angular/Angular.js;jQuery;Laravel,Apache Spark;Unity 3D;Unreal Engine
65218,Java;Scala;SQL,,Linux;Windows,,Apache Spark;Hadoop
65221,C;C++;HTML/CSS;JavaScript;Python;SQL,MySQL;Oracle,Android;iOS;Linux;MacOS,jQuery,
65234,HTML/CSS;JavaScript;Other(s):,MySQL,Windows,Angular/Angular.js;jQuery,
65242,HTML/CSS;Java;JavaScript;SQL,Oracle,,Angular/Angular.js;Spring,
65253,HTML/CSS;JavaScript;PHP;TypeScript,Firebase;MongoDB;MySQL,AWS;WordPress,Angular/Angular.js;jQuery;Laravel,
65257,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;Java;SQL;TypeScript;Other(s):,MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Microsoft Azure;Windows;WordPress,Angular/Angular.js;ASP.NET;Express,.NET Core;Node.js
65269,C++;HTML/CSS;Java;SQL,MySQL;Oracle,Linux;Windows,jQuery;Spring,
65274,HTML/CSS;Java;JavaScript;Python;SQL,Elasticsearch;MySQL;PostgreSQL;Redis,Docker;Kubernetes;Linux,jQuery;Spring,
65299,Assembly;C;C++;HTML/CSS;JavaScript;PHP;SQL,MySQL;Oracle,,Express;jQuery;React.js,Node.js
65304,Java;Kotlin;SQL,Microsoft SQL Server;PostgreSQL,AWS;Linux,Spring,
65314,Java;JavaScript;SQL,Elasticsearch;MongoDB;MySQL,AWS;Google Cloud Platform,Express;jQuery;Spring;Vue.js,Hadoop;Node.js
65318,Java;JavaScript;TypeScript,Firebase;SQLite,Android;Arduino;Other(s):,React.js,React Native
65321,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby,PostgreSQL,AWS;MacOS;Slack,Angular/Angular.js;jQuery;React.js;Ruby on Rails,Node.js
65323,HTML/CSS;JavaScript;PHP;SQL,MySQL,Linux,Express;jQuery;Laravel;Vue.js,Node.js
65346,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;Other(s):,Linux;Windows,Django;Flask;jQuery,Pandas;TensorFlow
65359,HTML/CSS;JavaScript;PHP,MySQL,AWS;Linux;Slack;Windows;WordPress,jQuery,
65370,C;Python,,Arduino;Linux;Slack;Windows,jQuery,Pandas;TensorFlow
65372,C++;Python,,Arduino;iOS;Linux;MacOS;Raspberry Pi;Windows,,Hadoop;.NET;Pandas;TensorFlow
65382,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;TypeScript,Couchbase;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Android;AWS;Heroku;Linux,Angular/Angular.js;Django;Express;Flask;React.js,Apache Spark;Node.js;React Native;Unreal Engine
65403,C;C++;HTML/CSS;Java,,,,
65412,Bash/Shell/PowerShell;C;C++;Python,SQLite,Android;Arduino;AWS;Heroku;Linux;Slack,,
65416,C;C++;HTML/CSS;JavaScript;PHP,MySQL,,jQuery,
65440,C;Python,,Linux;Windows,Django,
65443,Java;Kotlin,MySQL;SQLite,Android,Spring,
65444,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Android;AWS,ASP.NET;jQuery;React.js,.NET
65445,HTML/CSS;JavaScript;PHP;Python;SQL,MySQL;PostgreSQL;SQLite,AWS;Linux;Windows;WordPress,Django;Drupal;jQuery;Laravel,Unreal Engine
65449,HTML/CSS;Java;JavaScript;PHP;SQL,MySQL,,jQuery;React.js;Other(s):,
65452,C;HTML/CSS;JavaScript;PHP;Python;SQL,,,,
65453,Bash/Shell/PowerShell;C;C++;JavaScript;PHP;Ruby;Rust;Swift;TypeScript;WebAssembly;Other(s):,Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Android;Arduino;AWS;iOS;Linux,Angular/Angular.js;Ruby on Rails,
65457,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL,Firebase;Microsoft SQL Server;MySQL;SQLite,Android;Google Cloud Platform;iOS,ASP.NET;React.js,Flutter;.NET;.NET Core;Node.js;React Native
65470,HTML/CSS;JavaScript;PHP;SQL,MySQL;PostgreSQL,Windows,Angular/Angular.js;jQuery;Laravel;React.js,React Native
65478,C;HTML/CSS;Java;JavaScript;SQL,MongoDB;Oracle,Slack;Windows,jQuery;Spring,
65491,HTML/CSS;Java;JavaScript;PHP;SQL,Firebase;MongoDB;SQLite,Android;Heroku;Slack;Windows;WordPress,jQuery;React.js,Cordova;Node.js;React Native
65498,Assembly;C;HTML/CSS;Java;Python;VBA,,Android;Linux;Windows,,
65499,Java;Python;SQL,Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,AWS;Docker;Heroku;Linux;MacOS;Slack,Django;Flask,Pandas
65505,HTML/CSS;JavaScript;Python;TypeScript,Firebase;MongoDB;MySQL;PostgreSQL,Android,Angular/Angular.js;Django;Express;jQuery;React.js,Cordova;Node.js
65508,Python;Scala,,,,Apache Spark;Pandas
65509,Java;JavaScript;SQL,Oracle;PostgreSQL,Linux;Windows,Spring,
65510,Objective-C;Swift,Firebase;MongoDB,iOS;Windows,,
65519,C;Java,,Android,,
65523,HTML/CSS;JavaScript;TypeScript,,Windows,Angular/Angular.js,
65526,C;C++;HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL,Linux;Windows,jQuery,
65546,Assembly;C;Java,,,,
65584,C;HTML/CSS;Java;JavaScript;Python,,,Django;jQuery,
65609,C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MongoDB;MySQL;Oracle,Android;Arduino;Raspberry Pi,Express,Flutter;Node.js;Pandas
65614,C#;HTML/CSS;JavaScript;TypeScript,,Heroku;Slack;Windows,React.js,
65632,C;Java,Firebase;MySQL,Android;Linux;Windows,,Flutter;Unity 3D
65649,HTML/CSS;JavaScript;PHP,MySQL,Windows;WordPress,,
65650,HTML/CSS;JavaScript;PHP;SQL;VBA;Other(s):,MariaDB;MySQL,Linux;Windows;WordPress,jQuery,
65654,HTML/CSS,,Arduino,,
65666,JavaScript,,,Express;jQuery,
65675,Bash/Shell/PowerShell;C;Other(s):,,Linux;Raspberry Pi,,Other(s):
65679,Assembly;C;C++;Go;Java;JavaScript;Python;R,,AWS;Docker;Google Cloud Platform;Linux;Windows,,Pandas;TensorFlow;Torch/PyTorch
65681,JavaScript;Python;Ruby;SQL;TypeScript,MySQL;PostgreSQL;Redis,Docker;WordPress,Flask;jQuery;React.js;Ruby on Rails,Node.js;Pandas;React Native
65686,Assembly;Bash/Shell/PowerShell;C++;HTML/CSS;Java;Kotlin;Python;SQL,Firebase;Microsoft SQL Server;MySQL;SQLite,Android;Arduino;AWS;Linux;Slack;Windows,ASP.NET;Flask,Unreal Engine
65688,C;C++;Java;PHP,Firebase;Oracle;SQLite,Android,,
65719,C++;HTML/CSS;JavaScript;Python;Other(s):,,Android;Arduino;Raspberry Pi;Windows;WordPress,jQuery,Node.js
65755,JavaScript;PHP;TypeScript,Firebase;MariaDB;MongoDB;MySQL;SQLite,Android;Arduino;AWS;Windows;WordPress,Angular/Angular.js;jQuery;Laravel;React.js;Vue.js,Node.js;React Native
65767,HTML/CSS;Java;JavaScript;TypeScript,MongoDB;MySQL;PostgreSQL;SQLite,Android;iOS;MacOS;Windows,Angular/Angular.js;Express;React.js;Spring,React Native
65781,C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,MySQL;PostgreSQL,,,
65785,Java,Microsoft SQL Server;Oracle,Linux;Raspberry Pi;Other(s):,Spring,
65787,C;Java;JavaScript;Objective-C;Python;SQL;TypeScript,MySQL;Oracle,Android;Linux;Windows,Angular/Angular.js;Django;jQuery;React.js,Unity 3D
65807,Java,MySQL,Android,,
65814,Go;HTML/CSS;Java;JavaScript;Kotlin;Python,MySQL,Android;Windows,jQuery;Spring,
65815,PHP;Python,Elasticsearch;Firebase;MongoDB;MySQL;Redis,Android;AWS;Google Cloud Platform;Linux;MacOS;Slack,Django;Laravel,Node.js;TensorFlow;Torch/PyTorch
65820,Python,MySQL,AWS,jQuery,
65826,HTML/CSS;PHP;Python;SQL;TypeScript,Elasticsearch;MySQL;PostgreSQL;Redis,AWS;Docker;Linux;Windows;WordPress,Angular/Angular.js;Django;jQuery,Ansible;Cordova;TensorFlow;Torch/PyTorch
65828,C++;Java;Python,SQLite,Android,,
65844,C#;HTML/CSS;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL;Redis,Windows,ASP.NET;jQuery,.NET
65846,,,,,
65868,C;C++;C#;HTML/CSS;Java;JavaScript;Python;SQL;VBA,MySQL;SQLite,Android,Angular/Angular.js;ASP.NET;Django;Flask;jQuery;Spring,.NET
65873,HTML/CSS;JavaScript,MySQL,Windows,Angular/Angular.js,
65878,Elixir;JavaScript;SQL,MariaDB;MongoDB;MySQL;PostgreSQL,AWS;MacOS,Other(s):,Node.js
65890,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Firebase;MongoDB;MySQL;SQLite,Android;AWS;Google Cloud Platform;Slack;Windows,ASP.NET;Django;jQuery,Flutter
65918,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin,,Android;Arduino;Raspberry Pi;Slack;Windows,,
65924,HTML/CSS;JavaScript;PHP;SQL,Firebase;MySQL,Windows,jQuery;Laravel,
65929,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;PHP;SQL;Other(s):,Firebase;MariaDB;MySQL,Linux;MacOS;WordPress,Express;jQuery;Laravel;React.js;Vue.js,
65937,PHP;SQL,Firebase;MySQL,Windows;WordPress,Laravel;Vue.js,
65943,Bash/Shell/PowerShell;C;C++;Python;R,,,,
65949,Assembly;Bash/Shell/PowerShell;C;C++;Python,,Linux,,
65953,HTML/CSS;JavaScript;PHP;SQL,MySQL,Linux;Windows,jQuery;Laravel,
65969,HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;MySQL;Oracle;SQLite,Android;iOS,Angular/Angular.js;Express,Node.js
65970,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL,Microsoft Azure,ASP.NET;jQuery,.NET;.NET Core
65972,,,,,
66008,C;Go;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MongoDB;MySQL;Redis,Docker;Linux;Windows,Flask;React.js,Node.js
66009,HTML/CSS;PHP,Elasticsearch;MySQL,Docker;MacOS;Slack;Windows,jQuery;Laravel;Spring,
66020,Bash/Shell/PowerShell;Kotlin;TypeScript,Firebase,Android;Docker;Google Cloud Platform,Angular/Angular.js;Express,Node.js
66033,Java;JavaScript,Microsoft SQL Server,Windows,,
66037,Bash/Shell/PowerShell;C#;JavaScript;TypeScript,MongoDB;Redis;SQLite,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure,ASP.NET;Express,Ansible;.NET Core;Node.js
66075,C#;JavaScript;SQL;TypeScript;Other(s):,Microsoft SQL Server,Windows,Angular/Angular.js;ASP.NET;jQuery,Cordova;.NET;.NET Core
66083,Objective-C;Swift,SQLite,iOS,,
66084,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite;Other(s):,Android;Arduino;AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Slack;Windows;WordPress;Other(s):,Drupal;jQuery;Spring,Ansible;Apache Spark;Chef;Node.js
66089,HTML/CSS;Java;JavaScript;Python;TypeScript,Firebase;MySQL,AWS,Angular/Angular.js;Spring,Ansible;Pandas
66092,Bash/Shell/PowerShell;Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Firebase;MySQL;Redis,Android;AWS;Google Cloud Platform;Heroku;iOS;Linux,Angular/Angular.js;jQuery;Laravel,Cordova;Flutter
66104,HTML/CSS;JavaScript,,Arduino,Angular/Angular.js;React.js,
66110,C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Other(s):,MySQL,AWS;Google Cloud Platform;Windows,Express;jQuery,Node.js
66113,Assembly;C;C++;Java;SQL,MySQL;Oracle,Android;Windows,,
66118,JavaScript;PHP;Ruby;SQL,Firebase;MySQL;SQLite,,jQuery;Ruby on Rails,
66133,C;Java;JavaScript,Firebase;MySQL;SQLite,Android;Google Cloud Platform;Slack;Windows,,
66138,Bash/Shell/PowerShell;C#;Go;Java;Python;Swift;Other(s):,Cassandra;DynamoDB;MongoDB;PostgreSQL;Redis,Android;Arduino;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack;Windows,Angular/Angular.js;Django;Flask;React.js,Ansible;.NET Core;Pandas;React Native;TensorFlow;Torch/PyTorch
66140,Bash/Shell/PowerShell;C#;Java;Python;SQL,Cassandra;Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,AWS;Linux;Windows,Flask,Apache Spark;Hadoop;Pandas;Other(s):
66151,C#;HTML/CSS;JavaScript;SQL,Cassandra;MongoDB;Microsoft SQL Server;MySQL;Oracle,Windows,ASP.NET;jQuery,.NET;Node.js
66156,Assembly;Bash/Shell/PowerShell;C++;HTML/CSS;Java;PHP;Python;SQL;TypeScript,MySQL;Oracle;PostgreSQL;SQLite,Arduino;Docker;Linux;Raspberry Pi,Angular/Angular.js;Laravel;Spring,
66161,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift,MongoDB;Microsoft SQL Server;MySQL,Android;Arduino;iOS;Linux;MacOS;Windows;WordPress,ASP.NET;jQuery,Cordova;.NET;.NET Core;Node.js;Pandas;React Native;TensorFlow
66172,Swift,Firebase;MySQL,iOS,,
66178,Bash/Shell/PowerShell;HTML/CSS;Python;SQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Microsoft Azure;WordPress,,
66198,Bash/Shell/PowerShell;C#;Java,Microsoft SQL Server,Windows,ASP.NET,.NET
66199,C;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,MongoDB;MySQL;Oracle;Redis,Android;AWS;Heroku;Linux;Windows;WordPress;Other(s):,Django;Express;jQuery,Node.js
66205,Assembly;C++;Python;Rust,,Linux;Windows,,CryEngine;Unreal Engine;Other(s):
66215,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;PHP;Python,MongoDB;MySQL,Heroku;Slack,Angular/Angular.js;Express;React.js,Node.js
66242,C;C++;Java,MySQL,Android;Windows,,.NET;.NET Core
66279,C;C++;HTML/CSS;Java;Python,Microsoft SQL Server;MySQL,Arduino;Linux;Raspberry Pi;Windows,ASP.NET,.NET
66284,Assembly;C;C++;HTML/CSS;Python;SQL,Firebase;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Arduino;WordPress,ASP.NET;jQuery,.NET;Pandas;Puppet;Unity 3D;Unreal Engine
66294,HTML/CSS;JavaScript;TypeScript,MongoDB;MySQL,Windows,Angular/Angular.js;Spring,
66321,Java;Kotlin,Firebase;SQLite,Android;IBM Cloud or Watson,,
66329,Bash/Shell/PowerShell;C;Java;Python,,Android;Linux,,
66334,C#;HTML/CSS;JavaScript;PHP;SQL;VBA,MySQL;SQLite,Android;Windows;WordPress,ASP.NET;jQuery,Node.js
66342,TypeScript,Redis;Other(s):,Docker;Linux;Microsoft Azure,Other(s):,Node.js
66362,HTML/CSS;JavaScript;Python;TypeScript,Elasticsearch;MongoDB;Redis,AWS;Docker;Google Cloud Platform;Linux;MacOS;Slack,Flask;React.js;Vue.js,Node.js
66365,Java;Kotlin,Firebase;SQLite;Other(s):,Android;Google Cloud Platform;IBM Cloud or Watson,,
66377,HTML/CSS;PHP;Python;SQL,DynamoDB;Elasticsearch;Firebase;MySQL,AWS;WordPress,ASP.NET;jQuery;React.js,Unity 3D
66421,Java,SQLite,Android,,
66433,C#;HTML/CSS;JavaScript,Microsoft SQL Server,Microsoft Azure;Windows,Angular/Angular.js;ASP.NET;jQuery,.NET;.NET Core
66453,Java,MySQL;Redis,AWS;Docker;Linux;Windows,jQuery;Spring,
66465,C++;Python,Oracle,Windows,,
66489,C;C++;HTML/CSS;Java;SQL,MySQL,,,
66490,Other(s):,Other(s):,Linux,,Other(s):
66491,HTML/CSS;JavaScript;SQL,MongoDB;MySQL,,Angular/Angular.js;React.js,Node.js
66495,C#;JavaScript;SQL,Microsoft SQL Server;Other(s):,Microsoft Azure;Windows,ASP.NET,.NET
66505,HTML/CSS,,,,
66525,C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MySQL,Linux,Django;jQuery,
66533,C;C++;SQL,Other(s):,Linux,,
66562,C;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL;PostgreSQL;SQLite,Linux;MacOS,Angular/Angular.js;Express;Laravel;React.js;Vue.js,
66565,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby,Firebase;PostgreSQL;Redis,AWS;Docker,jQuery;Ruby on Rails,Node.js
66589,C++,,,,
66593,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,AWS;Windows,ASP.NET,.NET
66600,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;TypeScript,MariaDB;MongoDB,Google Cloud Platform;Heroku;Linux;Raspberry Pi;Slack;Windows,React.js,Cordova;Node.js;React Native
66605,,,,,
66650,C;C++;C#;HTML/CSS;JavaScript;Objective-C;SQL;VBA,Microsoft SQL Server;Oracle,Android;iOS,Angular/Angular.js;ASP.NET;jQuery,.NET
66654,Java;JavaScript,MongoDB,Linux,jQuery;Spring,
66670,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,Firebase;MongoDB,AWS;Slack,Angular/Angular.js;Express,Cordova;Node.js
66688,HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;TypeScript,MySQL;Oracle,Windows;WordPress,Angular/Angular.js,
66689,,,,,
66694,HTML/CSS;JavaScript;PHP,MySQL,Windows,jQuery,
66705,C;Java,Microsoft SQL Server;Oracle,Windows,Spring,
66711,Assembly;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MongoDB;PostgreSQL,AWS;Heroku;MacOS;Slack,Angular/Angular.js;Express;Flask;jQuery;Vue.js,Node.js;Pandas
66735,Java;SQL,Firebase;SQLite,Android,,
66745,HTML/CSS;JavaScript;PHP;SQL,MySQL,Linux,jQuery,
66756,Bash/Shell/PowerShell;C;C++;Java;Python;SQL,MySQL;Oracle;PostgreSQL;Redis,Linux;Windows,,
66758,C;C++;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MySQL,Windows,jQuery,
66768,C++;HTML/CSS;JavaScript,SQLite,MacOS,React.js,
66777,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,MariaDB;MongoDB;MySQL,AWS;Heroku;Linux,Angular/Angular.js;Express;jQuery;Vue.js,Node.js
66785,C#;HTML/CSS;Java;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL;SQLite,Android;Windows,ASP.NET;jQuery;React.js,.NET
66814,Go;HTML/CSS;JavaScript;Python;TypeScript,MongoDB;MySQL,Linux,Express;jQuery;React.js,Node.js;React Native
66839,C;C#;Go,DynamoDB;Firebase;MongoDB,Android;AWS;Google Cloud Platform;iOS;MacOS;Windows;WordPress,,.NET;Node.js;Unity 3D
66840,C;C++;Java,Oracle,Docker;Linux;MacOS,,TensorFlow;Torch/PyTorch
66843,HTML/CSS;Java;JavaScript;PHP;Python;SQL,Couchbase;MySQL;Oracle;SQLite,Android;AWS;iOS;MacOS,Django;jQuery;React.js,Apache Spark
66844,C,,,,
66858,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;SQL;WebAssembly,MongoDB;MySQL;Oracle,Android;AWS;Docker;Heroku;Linux;Microsoft Azure;Slack;Windows;WordPress,Django;Express;Flask;jQuery;React.js,Node.js
66860,HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MySQL;PostgreSQL,Linux,Django;Laravel;Other(s):,
66876,HTML/CSS;JavaScript;Objective-C;PHP;SQL;VBA,Elasticsearch;MySQL,Arduino;AWS;Linux;WordPress,Angular/Angular.js;ASP.NET;Express;jQuery;Laravel,Cordova;.NET;.NET Core;Node.js;Xamarin
66879,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;PostgreSQL;SQLite,AWS;Linux;Windows;WordPress,Drupal;jQuery;Laravel;React.js,
66889,C;C++;HTML/CSS;JavaScript;PHP;SQL,MySQL;Oracle;SQLite,Linux;Windows;WordPress,Angular/Angular.js;jQuery,.NET Core
66896,HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Android;Heroku;iOS;Linux;MacOS;Slack;Windows,Angular/Angular.js;Express;Laravel;React.js;Spring;Vue.js,Node.js;React Native
